"long","lat","feature","id","PROVINCE","PROV_CODE","REALM","RLM_CODE","Lat_Zone"
95.9048166248448,-3.2366078447651,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
95.9522571373944,-3.29664671725939,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
95.9886084526148,-3.35674947346895,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
96.0950995568727,-3.54977441852969,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
96.4925712815877,-4.035317307806,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
96.6997196285275,-4.22846359029235,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
97.1389597872056,-4.61146830967832,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
97.2172995302088,-4.65522370019104,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
97.3003327118568,-4.80435887556385,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
97.3954358112741,-4.92036253981814,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
97.6471320254801,-5.23062834063151,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
97.7274574027907,-5.33778189188375,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
97.8165174158158,-5.43683603506928,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
97.9112481851075,-5.57529289928786,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
97.9853849471533,-5.67691385180552,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
98.1081041583413,-5.75891244687955,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
98.3293131615852,-5.94043163775569,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
98.4184674851388,-6.04905371814779,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
98.666491428684,-6.42024782771173,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
99.0339386134359,-6.66576827815931,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
99.2394902885015,-6.97754059878227,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
103.42130957893,-2.83109738205017,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
101.688617140027,-0.654223012508709,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
101.688617113078,-0.654222979273214,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
100.087943863225,1.48450793245978,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
99.7101360148397,1.81168175205997,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
98.217277362543,3.10446651548646,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
97.1565903053297,4.41586149783896,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
97.0089931344936,4.50249461331228,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
96.2694700113338,4.93656239709414,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
96.4647712469492,6.23265172620725,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
96.4816075807003,6.34438370590422,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
96.4816075789037,6.34438373447423,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
96.0439814232965,7.66547434674861,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
96.0439815319927,7.66547428175761,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
96.0439814834837,7.66547442776481,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
97.8315729661787,6.59509163909448,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
97.8315730254675,6.59509156770484,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
98.5836965772675,5.70797137717938,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
98.8922602470725,5.51511917571735,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
99.2201089404139,5.74654178848512,1,1,"Andaman",24,"Western Indo-Pacific",5,"Tropical"
